Language_ID	Language_Name	Planar_ID	Planar_Type	Position_ID	Position	Position_Type	Elements	Class_Size	Notes
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_1	1	slot	Subordinators	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_2	2	slot	Np (A/S, O), Adv	Open	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_3	3	slot	Focus Marker (=Ēn)	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_4	4	slot	Adv Á= ‘Already’	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_5	5	slot	Clausal Negator: Kēd=	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_6	6	slot	Adverbial Enclitics Of Frequency And Manner: =Pkā, =Kā, =Zī	3	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_7	7	slot	Adverbial Enclitic Of Equality: =Zá	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_8	8	slot	Adverbial Enclitic Of Comparison: =Rú	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_9	9	slot	Indefinite, Interrogative Pronouns Tū=, Xī=, Kalī=; Plural Imperative Gūl=	4	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_10	10	slot	Tense/Aspect/Mood	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_11	11	slot	Motion: Andative E-, Venitive Ēd-	2	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_12	12	slot	Verb Base	Open	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_13	13	slot	Second Element In A Compound: Nominal, Adjectival Root	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_14	14	slot	Comitative -Næ:	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_15	15	slot	Diminutive: -Æˀny/-Iˀny	2	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_16	16	slot	Manner Adverbs: Ʒlyāˀ ‘In Vain’, ʤí: ‘Quietly’	2	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_17	17	slot	Intensifiers Tæ̰:, Da̰:n	2	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_18	18	slot	Negation: =Di	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_19	19	slot	Adverbial Enclitics Of Frequency And Manner: =Pkā, =Kā, =Zī	3	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_20	20	slot	Adverbial Enclitic Of Equality: =Zá	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_21	21	slot	Adverbial Enclitic Of Comparison: =Rú	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_22	22	slot	Reciprocal Saˀ	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_23	23	slot	Pronominal Enclitic; Np (A/S)	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_24	24	slot	Pronominal Enclitic; Np (P)	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_25	25	slot	Pronominal Enclitic; Np (R)	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_26	26	slot	Adverb (Lexical)	Open?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_27	27	slot	Subordinate Clause	Open	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_verbal	verbal	teot1238_v_28	28	slot	Discursive Enclitics	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_1	1	slot	Prepositions: Ʃtḛ̂:n ‘Of’; Næ:z ‘By’	2	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_2	2	zone	Quantifiers (Qr): Zyē:n ‘Various’, Tubruˀ ‘Some’, Indef Te= Etc; Relational Nouns: Lo:w ‘Face Of’, Kwæˀ ‘Side Of’ Etc.	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_3	3	slot	Adverbial Enclitics Of Frequency And Manner: =Pkā, =Kā, =Zī	3	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_4	4	slot	Adverbial Enclitic Of Equality: =Zá	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_5	5	slot	Adverbial Enclitics Of Frequency And Manner: =Pkā, =Kā, =Zī	3	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_6	6	slot	Plural D´=; 1pl Dū=; Dā= ‘Mr.’; Tyú= ‘Uncle’	4	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_7	7	slot	Possessive: Ʃ-	5	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_8	8	slot	Noun Base	Open	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_9	9	slot	Second Element Of A Compound	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_10	10	slot	Adjective(S) (Up To Three)	?	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_11	11	slot	Diminutive: -Æˀny/-Iˀny	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_12	12	slot	Intensifiers: Da̰:n; Tæ̰:	2	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_13	13	slot	Adverbial Enclitics Of Frequency And Manner: =Pkā, =Kā, =Zī	3	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_14	14	slot	Adverbial Enclitic Of Equality: =Zá	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_15	15	slot	Adverbial Enclitic Of Comparison: =Rú	1	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_16	16	slot	Demonstratives: =Kī Dem.temp; =Kán Dem.med; =Rǽˀ Dem.prox; =Rǣ Dem.dist	4	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_17	17	slot	Prepositional Phrase, Pronominal Enclitic, Np Possessor	Open	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_18	18	slot	Relative Clause	Open	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_19	19	slot	Demonstratives: =Kī Dem.temp; =Kán Dem.med; =Rǽˀ Dem.prox; =Rǣ Dem.dist	4	NA
teot1238	Teotitlán del Valle Zapotec	teot1238_nominal	nominal	teot1238_n_20	20	slot	Focus Marker =Ēn	1	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_1	1	zone	Np{A,S,O,Oblique}	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_2	2	slot	Subject Proclitic {S, A} (Marginal)	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_3	3	zone	Valence: (Causative Root), Interactional ʔũh-, Reflexive/Passive Hup-, O (Simplex)	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_4	4	slot	Causative Root	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_5	5	slot	Factitive Hi-	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_6	6	zone	Verb Base (One Or More Compounded Roots)	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_7	7	slot	Telic -Yɨʔ	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_8	8	slot	Venitive -ʔay	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_9	9	slot	Applicative -ʔũh	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_10	10	slot	Completive -Cɨ̃p / -Cɨ̃w	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_11	11	slot	Emphasis -Pog	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_12	12	slot	Counterfactual -Tæ̃ʔ	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_13	13	slot	Perfective -ʔeʔ	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_14	14	slot	Clausal Negative -Nɨ́h	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_15	15	slot	Habitual -Bɨg , Distributive -Pɨd, Future -Teg	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_16	16	slot	Evidentials -Hɔ̃, -Cud, -Mah, Frustrative -Yæ̃h, Repetitive -B’ay	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_17	17	slot	Inchoative -Ay	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_18	18	slot	Inferred -Ni	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_19	19	slot	Filler -Vw	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_20	20	slot	Boundary	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_21	21	slot	Counterfactual =Tih	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_22	22	slot	Emphatic Coordinator =Nih	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_23	23	zone	Evidentials =Cud,  =Hɔ̃	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_24	24	slot	Repetitive =B’ay	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_25	25	slot	Emphasis =Pog	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_26	26	slot	Reportative =Mah	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_27	27	slot	Habitual Bɨ́g, Distributive Pɨ́d	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_28	28	slot	Frustrative Yæ̃́h	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_29	29	slot	Contrast J’ám / J’ã́h, Páh, Tán	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_30	30	zone	Intensifier Mún, Adversative Conjunction Kǎh, Persistive Tæ, Epistemic Modality ʔũh, Etc.	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_31	31	zone	Np{A,S,O,Oblique}	NA	NA
hupd1244	Hup	hupd1244_verbal	verbal	hupd1244_v_32	32	slot	Declarative -Vh	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_1	1	slot	Demonstrative	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_2	2	zone	Np{Poss}-Nɨh	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_3	3	slot	Quantifier, Numeral	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_4	4	slot	Relative Clause	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_5	5	zone	Root (Or Compounded Roots)	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_6	6	zone	Classifier	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_7	7	zone	Adjective	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_8	8	slot	‘Respect’ Markers =Wǝd (M), =Wa (F)	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_9	9	slot	Deceased Marker =Cud	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_10	10	slot	Augmentative =Pog, Diminutive =Mæh	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_11	11	slot	Plural =D’ǝh	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_12	12	zone	Case -Ǎn, -An, -V́́t	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_13	13	slot	Intensifier =Hup	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_14	14	slot	Parallel Marker =Hin	NA	NA
hupd1244	Hup	hupd1244_nominal	nominal	hupd1244_n_15	15	zone	Topic/Focus/Contrast/Evidentiality	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_1	1	zone	Conjunction Or Conjunctive Locution; Interrogative Ma?	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_2	2	zone	Topic: Dp {A,S}, Adverb, Adverbial Clause	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_3	3	zone	Focalized Adverb Or Advp	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_4	4	slot	Complementizers Ti, Ka;	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_5	5	zone	N’, N, Light Dp, Pronoun/Adverb	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_6	6	zone	N’, N, Light Dp, Pronoun/Adverb	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_7	7	slot	Mirative ‑P’an; Reportative ‑Jen	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_8	8	slot	Prospective Ja	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_9	9	slot	Incompletive ‑Ta(J)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_10	10	slot	Negation Je	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_11	11	slot	Indirect Evidential ‑T’i; Mirative –P’an	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_12	12	slot	Interrogative ‑Mi	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_13	13	slot	Demonstrative Kyak ‘That (Way)’	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_14	14	slot	Cross Referencing Active/Nonactive Markers	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_15	15	slot	Reflexive/Reciprocal Ni(N); Antipassive Ka	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_16	16	slot	Predicate Base 	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_17	17	slot	Participle -K	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_18	18	slot	Causative; Antipassive; Verbalizer	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_19	19	slot	Concord  1	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_20	20	slot	Concord 2	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_21	21	slot	Perdurative ‑Jli	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_22	22	slot	Momentary ‑A	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_23	23	slot	Irrealis ‑A	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_24	24	slot	Reportative ‑Jen	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_25	25	slot	Indirect Evidential ‑T’i	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_26	26	slot	Mirative ‑P’an	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_27	27	slot	Incompletive ‑Ta(J)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_28	28	slot	Interrogative ‑Mi	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_29	29	slot	Concord (3pl, A/S)‑Is	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_30	30	slot	Applicative: Orientation ‑A(J)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_31	31	slot	Applicative: Instrumental ‑E(J)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_32	32	slot	Applicative: Distal ‑Ey	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_33	33	slot	Applicative: Locatives ‑Jiy, ‑Jam	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_34	34	slot	Applicative: Punctual Locative ‑’E, Distributive/Comitative ‑K’i, And Possibly Others	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_35	35	slot	Oblique Marker (Only Realized If Position 36 Is Filled)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_36	36	slot	Applicative	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_37	37	slot	Pluractional/Downwards -Jen	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_38	38	slot	Pluractional/Iterative –’Ni(J)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_39	39	slot	Remote Past –Pe(J); Perfect –(’V…)Je(J)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_40	40	zone?	Temporal, Aspectual And Discourse Particles	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_41	41	slot	Locatives	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_42	42	zone	N/, N’, Light Dp	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_43	43	zone	N/, N’, Light Dp	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_44	44	slot	Adpositions-Applicatives	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_45	45	zone	Heavy Dp (A, S, O, Obl, Possessor Of 43)	NA	NA
iyoj1235	Chorote	iyoj1235_verbal	verbal	iyoj1235_v_46	46	zone	Heavy Dp (A, S, O, Obl); S	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_1	1	zone	Sentence Adverbs	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_2	2	zone	Adverbial Clauses	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_3	3	slot	Interrogative Marker	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_4	4	slot	Obligation Fok	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_5	5	zone	Np, Subject Pronouns (A, S)	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_6	6	zone	Adverbial	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_7	7	slot	Copula Sé	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_8	8	slot	Negative Marker Pa (Neg), Pé (Neg), Poko (Not.yet)	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_9	9	slot	Tense Marker Té (Pst)	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_10	10	zone	Adverbial	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_11	11	slot	Tense Marker Ka (Ipfv), Ké (Fut), Key (Fut), Kay (Fut)	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_12	12	slot	Modal Pé ʻCanʼ	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_13	13	slot	Negative Marker Pa (Neg)	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_14	14	slot	Causative Fè	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_15	15	slot	Np (Causee); Causee Pronouns	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_16	16	zone	Adverbial	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_17	17	slot	Derivational Morpheme	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_18	18	slot	V Base	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_19	19	slot	Object Pronouns (Recipient)	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_20	20	slot	Object Pronouns (Patient)	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_21	21	zone	Adverbial	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_22	22	zone	Np, Complement Clauses	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_23	23	zone	Adverbial	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_24	24	slot	Pp	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_25	25	slot	Negative Marker …Ankò	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_26	26	zone	Adverbial Clauses	NA	NA
mart1259	Martinican	mart1259_verbal	verbal	mart1259_v_27	27	zone	Sentence Adverbs	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_1	1	zone	Nonverb (If Nominal, Any Grammatical Function/Case; Otherwise Particle) [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_2	2	slot	Verb Core: Lexemic Verb Base Or Minimal Verb Base [Oblig]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_3	3	zone	Vv Postbase [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_4	4	slot	Aspect: -Tu- ‘Always’, -Yuite- ‘Never’, -Qar- ‘Momentarily’ [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_5	5	slot	'Realization1: -Yaaqe- ‘In Vain’, -Ngate- ‘Seem’, -Ksaite- ''Not Yet'' [Opt]'	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_6	6	slot	Tense: -Llru- ‘Did’, -Ciqe- ‘Will’, -Ngaite- ‘Won’t’ [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_7	7	slot	Status: -Nrite- ‘Not’; -Yugnarqe- ‘May’; -Yugnaite- ‘Definitely Won’t’ [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_8	8	slot	Realization2: -Yaaqe- ‘In Vain’, -Ngate- ‘Seem’ [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_9	9	slot	Evidential: -Llini- ‘Evidently’; -Lli- ‘Perhaps’ [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_10	10	slot	Tense-Modal: -(G)Aqe- ‘Would Have’, -Ki- (Requires Optative) ‘Will; Did (Narrative Reading)’; -Lqe- (Requires Indicative Transitives) ‘Did’ [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_11	11	slot	Mood [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_12	12	slot	Mood [Oblig]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_13	13	slot	Person+Number [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_14	14	slot	Person+Number [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_15	15	slot	Person+Number [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_16	16	slot	Person+Number [Oblig]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_17	17	slot	Enclitic [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_18	18	slot	Enclitic [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_19	19	slot	Enclitic [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_20	20	slot	Enclitic [Opt]	NA	NA
cent2127	Central Alaskan Yupik	cent2127_verbal	verbal	cent2127_v_21	21	zone	Nonverb (If Nominal, Any Gf/Case Otherwise Particle) [Opt]	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_1	1	zone	Np{A,S,P}; Pp; Adv	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_2	2	slot	Irrealis Y(I)-; Relative C(I)-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_3	3	slot	Translocative W(I)-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_4	4	slot	Partitive N(I)-/Ii- ~ Iy-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_5	5	slot	Distributive Tee-/Ti- ~ C-/Too-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_6	6	slot	Cislocative Ta(Y)-/Ti(Y)- ~ C-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_7	7	slot	Iterative Vv- ~ V́ʔ-/Ii- ~ Íʔ-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_8	8	slot	Negative Ka(Y)-/Kee-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_9	9	slot	Pronominal Prefixes	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_10	10	slot	Middle Ata(A)-/ Ali-/ At-; Reflexive Ataat-/ Ata(A)-/ At-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_11	11	slot	Incorporated Noun Root, Compounded Verb Root	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_12	12	slot	Verb Root	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_13	13	slot	Aspectual (Perfective, Only To Host The Following Derivational Suffixes In Positions 14 - 20)	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_14	14	slot	Duplicative -Iis-	NA	NA
cher1273	Oklahoma Cherokee	cher1273_verbal	verbal	cher1273_v_15	15	slot	Repetitive -Iiloo-	NA	NA
